guid,label,premise,hypothesis,expl1,template
3461105176.jpg#4r1e,entailment,"In this photo, a young man is dancing while an audience is cheering.","In this photo, a young man is dancing while an audience is cheering.","In this photo, a young man is dancing while an audience is cheering is identical to, in this photo, a young man is dancing while an audience is cheering.",
124972799.jpg#2r1e,entailment,Black and brown dog growling at brown cat hiding under wooden bench.,Black and brown dog growling at brown cat,A dog is growling at a cat is stated twice.,
3200120942.jpg#0r1e,entailment,a snowboarder jumping in the air with a person riding a ski lift in the background,a snowboarder jumping in the air,Detailing the ski lift in the background is a way of describing the jumping.,
3246613257.jpg#3r1e,entailment,A young girl is rolling a giant snowball outside.,a young girl is rolling a giant snowball,A young girl rolling a giant snowball is part of the original description of her rolling a giant snowball outside.,
835415474.jpg#4r1e,entailment,A girl is upside-down on someone's shoulders.,A girl is upside-down on someone's shoulders.,The girl is upside-down on someone's shoulders is repetition of the original description.,
2605495015.jpg#4r1e,entailment,Lots of people are sitting at tables doing something.,people are sitting at tables,people are sitting at the tables and they are doing something,
3090021677.jpg#4r2e,entailment,Two men hanging out together.,Men hanging out,Together implies hanging out.,
2869491449.jpg#0r1e,entailment,Two large dogs are fighting with teeth bared near some trees.,Large dogs are fighting with teeth bared near some trees.,"Dogs is more than one, as is two.",
4901112400.jpg#0r1e,entailment,A teacher stands in front of a projector and a student at the front of the class has her hand raised.,A teacher stands in front of a projector,The teacher is standing in front of the projector with or without the student raising their hand.,
2149968397.jpg#3r1e,entailment,A small black child playing in the ocean.,Child playing in the ocean,Small black child is just being more specific as to what kind of child was playing in the ocean.,
371139037.jpg#3r2e,entailment,Two people eating at a restaurant.,People eating at a restaurant.,Two is the number of people eating.,
197976461.jpg#0r1e,entailment,a blond-hair lady is wearing a black and white top and a black skirt.,a blond-hair lady is wearing a black and white top and a black skirt.,It describes the top and skirt the blond-hair lady is wearing.,
3293018193.jpg#0r1e,entailment,A man is playing a guitar next to another man who is sitting behind a green cart wearing a mask.,A man is playing a guitar next to another man who is sitting behind a green cart .,A man who is sitting behind a green cart wearing a mask could be the same as a man who is sitting behind a green cart.,
3293018193.jpg#0r1n,neutral,A man is playing a guitar next to another man who is sitting behind a green cart wearing a mask.,A man is playing a guitar next to another man .,The man is not necessarily the same man.,
1082379191.jpg#2r1c,contradiction,A shirtless man and a woman sitting on a dock.,A woman sitting on a dock.,A man is not a woman.,
265265586.jpg#2r1e,entailment,"A person wearing a heavy coat, respirator and goggles etches the figure of a medieval warrior into a round brick structure.","A person wearing a heavy coat, respirator and goggles etches the figure of a medieval warrior into a round brick structure.",A person wearing a heavy coat and goggles etches the figure of a medieval warrior,
4934537467.jpg#1r1e,entailment,A man and a couple of woman preparing a yellow vehicle with supplies to take to a destination.,A man and a couple of woman preparing a yellow vehicle with supplies to take to a destination.,A man and a couple of woman preparing a yellow vehicle with supplies to take to a destination says exactly the same thing and with exactly the same words as a man and a couple of woman preparing a yellow vehicle with supplies to take to a destination.,
3229821595.jpg#1r1e,entailment,A group of photographers stands on a hillside in the snow with the sun just below the horizon.,A group of photographers stands on a hillside in the snow with the sun just below the horizon.,Both the statements are same that is-  A group of photographers stands on a hillside in the snow with the sun just below the horizon.,
2689491604.jpg#4r1e,entailment,The boy splashed the water.,The boy splashed the water,Water can be splashed.,
3525568835.jpg#2r1e,entailment,Children and their parents in a park with trimmed bushes designed as birds and beetles.,Children and their parents in a park with trimmed bushes designed as birds and beetles,In a park implies birds and beetles.,
3831987297.jpg#0r1e,entailment,A man with a cart is stopped on a dirt road as two others look at the things on his cart.,A man with a cart is stopped,A man with a cart is stopped is the same as a man with a cart is stopped.,
578679799.jpg#4r1e,entailment,A boy gets ready to throw a baseball.,a boy gets ready,A boy gets ready is a rephrasing of a boy gets ready to throw.,
4435313832.jpg#4r1e,entailment,A gymnast performs on a bar.,Gymnast performs on a bar,A gymnast and gymnast have the same meaning.,
2735759612.jpg#3r1e,entailment,The most wonderful Asian food court!,Asian food court!,The food court can be wonderful.,
2705925410.jpg#1r1e,entailment,A man with a black t-shirt and blue shorts is walking at Droney Park.,A man with a black t-shirt and blue shorts,"The second sentence describes a man with a black t-shirt and blue shorts as the second does, only without what he is doing.",
497791037.jpg#0r1e,entailment,A boy jumps off a swing on the swing set when its high enough.,A boy jumps off a swing on the swing set when its high enough,"When a swing is high enough, people jump off.",
2243728869.jpg#3r1e,entailment,A man prepares fish to sell on the counter.,a man prepares fish,A man prepares fish for the purpose to sell.,
7053160293.jpg#4r1e,entailment,Two cyclists competing in a race.,Two cyclists competing,race is competeing.,
5293561334.jpg#4r1e,entailment,A child is sitting down at a large piano.,A child is sitting down at a large piano.,A child at a large piano,
6160319160.jpg#0r1e,entailment,A teenage male wearing red shorts and a gray tank top is standing on concrete and pointing to a brown basketball which has the words True Grip written on it.,A teenage male wearing red shorts and a gray tank top is standing,"""a teenage male wearing red shorts and a gray tank top is standing"" is a direct quote from the previous sentence",
2069279767.jpg#4r2e,entailment,The men are climbing.,Men are climbing.,"Men are climbing is an observation while saying ""the men are climbing"" inclines to determine that the speaker knows the men or that a specific set of people are climbing.",
3128973674.jpg#4r1e,entailment,The girl is wiping her shoes.,the girl is wiping her shoes,girl is wiping her shoes is same as girl is wiping her shoes,
527255763.jpg#4r1e,entailment,A young girl poses with her trophy in a park.,a young girl poses,A young girl poses is a shorter version of a young girl poses with her trophy in a park.,
2244594614.jpg#1r1e,entailment,A person wearing a pink hat and pink swimwear bottoms is face-down on a smooth brown beach.,A person wearing a pink hat and pink swimwear,A person wearing a hat and swimwear is the same as a person wearing a hat and swimwear.,
7832183018.jpg#1r1e,entailment,Four paddlers wearing orange and white jerseys row furiously as the seated audience watches the race.,Four paddlers wearing orange and white jerseys,There are just four paddlers wearing orange and white jerseys,
4169721618.jpg#2r1e,entailment,Older construction worker enjoying a smoke break while others press on.,Construction worker enjoying a smoke break while others press on.,On older worker is still a worker.,
2045109977.jpg#2r1e,entailment,A man is holding up a plastic jug indoors.,A man is holding up a plastic jug,Holding up a plastic jug indoors is a rephrasing of holding up a plastic jug.,
6894721598.jpg#0r1e,entailment,"Several people are around a table in the dark where several red and white candles are lit, and some of them hold up two or three fingers.",Several people are around a table in the dark,Candles are lit in the dark.,
1384302953.jpg#0r4n,neutral,"A man is sitting on a chair with a jacket hung over the back, next to a tuba, with sheet music in front of him.",A man is sitting on a chair with a jacket hung over the back,The man is doing the same things but with less detail.  All can be inferred.,
